Tickers,Return,Risk
EXC,0.00023670881371185004,0.018199345653929493
EXPE,6.928377538373276e-05,0.03286841393814391
EXPD,0.00047727572445821487,0.016579217506481402
EXR,0.0004320040126080116,0.019736761263488806
XOM,0.0006299317897453527,0.021614571535376617
FFIV,0.0003590488253768509,0.01979079190402721
FDS,0.0003755890506624837,0.018387745739200163
FICO,0.001258146615413791,0.025951347905607575
FAST,0.0007353654990676084,0.017698765262887748
FRT,6.840755138903809e-05,0.023181501523357323
FDX,0.0005655949141696315,0.023931698926092614
FIS,-0.0003346642989487947,0.023201278899505167
FITB,0.0005322190610104194,0.027980591453218906
FSLR,0.001018304399683867,0.03240600159656147
FE,0.00012252219610564552,0.018970053443134065
FI,0.0003825190967405856,0.01909684808707383
FMC,-0.0001311451013548126,0.023899227922296193
F,0.00033112443460581176,0.02785261062801901
FTNT,0.001251374022317675,0.02880165986299235
FTV,0.00018823860819860982,0.018886747749694302
FOXA,0.0002268101600375605,0.021188745112268592
FOX,0.00018206592027025792,0.020549101589648424
BEN,-3.902564712610079e-05,0.02412593681200794
FCX,0.001289232043042432,0.032287835778210254
GRMN,0.0007306581299193482,0.01761438727661153
IT,0.0010272477253518986,0.02134464151250716
GE,0.001163080604820843,0.024961985726417914
GEHC,0.0007959740105951685,0.019576000978907274
GEV,0.002843927273324054,0.03236972448401003
GEN,0.0006270514022410634,0.020138730180690446
GNRC,0.000546565009122979,0.03356834181935269
GD,0.0004489511366088106,0.01564355784389984
GIS,0.0003543845403177759,0.014126712599972207
GM,0.00027175999600204115,0.026850534235139143
GPC,0.000473188206753683,0.019705115843672513
GILD,0.00034105541969120523,0.016349569467500786
GPN,-0.000294864057412747,0.02406180298361256
GL,0.00016478134593422844,0.029967790528915593
GDDY,0.0007619192744567904,0.023110687511997057
GS,0.0008230034071623482,0.020402292723973637
HAL,0.00047575271582456224,0.03605714868944157
HIG,0.0006386318641367073,0.02286465718352976
HAS,-0.0002349105607450941,0.023711296645201763
HCA,0.0009746608167775506,0.023965940452179653
DOC,-0.00016452738975247794,0.02199038058095731
HSIC,0.00011071015857755384,0.018652216335287533
HSY,0.00023527949736967813,0.014954482521340212
HES,0.0006849190434092822,0.03137237981640395
HPE,0.0003724743908035677,0.02358869587237188
HLT,0.0006921671516606498,0.02134106788092146
HOLX,0.00039159526062126915,0.018803359261450384
HD,0.00048084174702256455,0.01833406964837086
HON,0.0002665711225091627,0.016977159104183674
HRL,-0.00012596387523911012,0.015037684555220228
HST,0.00019365473368426755,0.025905833142439598
HWM,0.0010617471286940017,0.0276667905107567
HPQ,0.0006570574280131414,0.024114894337976346
HUBB,0.0009553449271806347,0.01998743208075628
HUM,0.00020029175831548507,0.02185330269328034
HBAN,0.00028158689408286364,0.02571991070746372
HII,0.0003247299805020365,0.018498694497328626
IBM,0.000529228948863647,0.016714999051179687
IEX,0.0002211718098004134,0.016427355445252173
IDXX,0.00041365352515776443,0.02175257768206026
ITW,0.0005022453682617112,0.016649115837703416
INCY,-0.00017200706518727404,0.01933233842325697
IR,0.0009203661109351557,0.021879098736844935
PODD,0.00022730149441785308,0.028348174538942457
INTC,-0.000577140013181654,0.0269609279162886
ICE,0.00048115436235129927,0.015852142268070194
IFF,6.141205250553838e-05,0.021803771173679036
IP,0.00039306110914583137,0.02119955074778739
IPG,0.000538618461191076,0.02277900674432107
INTU,0.0006388129221310823,0.02348392613321051
ISRG,0.0008358230122336163,0.022368633590843266
IVZ,0.00024342814259403767,0.029372581491068354
INVH,0.00028206164708222126,0.01931466862264183
IQV,0.0003821124113592145,0.021362895716127584
IRM,0.0012295281601584218,0.020358755928242024
JBHT,0.0004060074548777326,0.01967864643407343
JBL,0.0010715306645570077,0.02562893775734712
JKHY,0.0001816907198284312,0.017312347365360525
J,0.00045160975516345125,0.018153929502467196
JNJ,0.000305576133408092,0.012517712675743012
JCI,0.000499753724954699,0.019159601400456475
JPM,0.0006770830390026017,0.020065721918126608
JNPR,0.0005328130206410098,0.017976115896074132
K,0.00038520335628300373,0.01497753515346198
KVUE,-0.0004913905700884014,0.01725952449280297
KDP,0.0003143760883250746,0.014975665225181739
KEY,0.00020843410433291076,0.03129383719097291
KEYS,0.0003628296594844205,0.02070183788473747
KMB,0.000146996927066656,0.01370505709998042
KIM,0.00035514789357082854,0.026268802518968355
KMI,0.0002973986263736794,0.02029018066339035
KKR,0.0012827525892298297,0.024942608781624354
KLAC,0.0013916482896949578,0.028539419177497836
KHC,0.0004288305966806405,0.01752985302906578
KR,0.0007196539316565165,0.017917296665357695
LHX,0.00015778072077887728,0.01761469428053813
LH,0.0003970373466350985,0.01967107878075524
LRCX,0.001111799784385914,0.030405034658285972
LW,-5.5678198603636986e-05,0.025417274389925866
LVS,-0.0002358406822160486,0.028162570007892403
LDOS,0.0005261443389255049,0.018504747550302486
LEN,0.001056057532852428,0.027270523951208492
LLY,0.001742042482681505,0.019876903718072582
LIN,0.0007863917077877147,0.016367044278726345
LYV,0.00026292474883216066,0.02926715944400495
LKQ,0.00041823291407006025,0.024689515264360213
LMT,0.00041150095659925334,0.01630227477361181
L,0.0004400803849098356,0.02009660361295698
LOW,0.0006992214245222783,0.020825289748352446
LULU,0.0002691661074438745,0.02573575547133754
LYB,0.0004377351686204456,0.02550416646516718
MTB,0.0002461905331654357,0.025246210650722908
MRO,0.0007648534998669909,0.03828077212192882
MPC,0.001124721417772756,0.02997784888735825
MKTX,-0.00034793614870320955,0.024345053189401115
MAR,0.0005085573103156271,0.024801935390356578
MMC,0.0007143311801502961,0.014770730594315514
MLM,0.0006046337543639257,0.021870919515200152
MAS,0.0005917535436263943,0.019613643766469988
MA,0.00044849204312868984,0.01960617109835749
MTCH,-0.0006555175188716067,0.030839298173811622
MKC,4.611526131248489e-05,0.016659449702083207
MCD,0.00030909096548370485,0.014789474167932384
MCK,0.001136872387315302,0.01809705565478906
MDT,-5.279242368405601e-05,0.01676414577829342
MRK,0.00040190527504324614,0.014804696142902463
META,0.0008185382397696284,0.028507778640968626
MET,0.0005765884050632497,0.02205385494988827
MTD,0.0006198620275772448,0.02037185126553124
MGM,0.0002423606369272857,0.03489050795970021
MCHP,0.0005647552268102096,0.027637720514050067
MU,0.0006096703580713569,0.02890577798204226
MSFT,0.0009100290669363797,0.019080054165605626
MAA,0.0003214414820225109,0.01821631122127064
MRNA,0.001270391640769697,0.046359176803263506
MHK,0.00020421637841505635,0.03037836788178482
MOH,0.000787777037078996,0.022368062393016017
TAP,0.00012191700905783698,0.01981135631158004
MDLZ,0.000287147397203924,0.013806138497136394
MPWR,0.0014802596750520536,0.03263891410835773
MNST,0.0003750633899255451,0.016645938733368285
MCO,0.00067619458931234,0.01992690362466764
MS,0.0008488796061199011,0.022026799535515947
MOS,0.0004117402115100255,0.03297758162522164
MSI,0.0007577919946288869,0.017719272248637133
MSCI,0.000760519312582586,0.023116493477570426
NDAQ,0.000665014724120061,0.01762948308929057
NTAP,0.0008403345016174679,0.022613086470329464
NFLX,0.000682452544568557,0.029560502281868344
NEM,0.0003522125946788801,0.022507892235711292
NWSA,0.0006072499069254,0.021300544521559998
NWS,0.0006138853763058005,0.02163695999649097
NEE,0.0003891087740168775,0.01897618112201866
NKE,2.8476928330078977e-05,0.021850544489361093
NI,0.0002220671923587325,0.017149440792453858
NDSN,0.0005396607424110744,0.01968849580958189
NSC,0.0003754357073761927,0.019441668944933897
NTRS,0.0001393754254714885,0.022161126152245903
NOC,0.0003388706455242918,0.017389245704653715
NCLH,-0.0008309259407811576,0.04972464861199345
NRG,0.0007831555179957927,0.023200039732362007
NUE,0.0009760697560905474,0.025465080208156993
NVDA,0.0026604997481520787,0.03336118104225324
NVR,0.0007335841218589767,0.023301515901802843
NXPI,0.0007716073121182276,0.027310100585333518
ORLY,0.0008654682765181221,0.017657954248735036
OXY,0.000296969274248271,0.04170635195978337
ODFL,0.001017199131382318,0.02189734570428793
OMC,0.00035269540191951165,0.01993623929978225
ON,0.0011585660563675493,0.03583797000738222
OKE,0.00046688466688071806,0.03191389764506525
ORCL,0.0008471875290831932,0.019976418909745962
OTIS,0.0007087325235228814,0.016422333937196703
PCAR,0.0007627702309760398,0.01715156060078963
PKG,0.000699974398993497,0.018541345215718468
PLTR,0.0012026488282883552,0.0444915708283095
PANW,0.0013242460554365731,0.026847984603881554
PARA,-0.0009970052717200861,0.038218011710203066
PH,0.0010736732663270132,0.023162667346365764
PAYX,0.00048161851967076785,0.018519099535637774
PAYC,-0.00032893024182911734,0.03275260478942547
PYPL,-0.00031749743670261843,0.02842488426944227
PNR,0.0007647738020497563,0.020940493836576726
PEP,0.0002956381507095429,0.013821353779800824
PFE,3.7816765512621586e-05,0.016999844900774285
PCG,0.0005018538977858977,0.035709419941514504
PM,0.0006440725574006212,0.015545711123140443
PSX,0.000425310854254235,0.026698286085252217
PNW,0.00010160952716664617,0.017498062385862004
PNC,0.0004258356525834728,0.02248744115784221
POOL,0.0005017253107708619,0.0232038476601737
PPG,0.00019134038674084586,0.019179681194662124
PPL,0.00023769505947957015,0.01706854229365978
PFG,0.00048684787285790954,0.023882808698414568
PG,0.0003743700907596903,0.013200721452851812
PGR,0.0010409653002767527,0.017306287476902472
PLD,0.0004232266270809415,0.019770773467945216
PRU,0.0005217649875970398,0.02397321098385809
PEG,0.0003647342814105947,0.015863245178519045
PTC,0.0007920230876488077,0.021744604692805626
PSA,0.00037155094571628133,0.016757430472435213
PHM,0.0011178997843654948,0.026947489787859272
QRVO,0.0003710628741404598,0.027307031912882473
PWR,0.0016664610973586846,0.022881286155803815
QCOM,0.0007123799349890714,0.02594811625166343
DGX,0.00041742703559632943,0.016616706572847337
RL,0.0006067505220490599,0.02702408040459421
RJF,0.000712432369202487,0.022265138716613214
RTX,0.0004171487196915624,0.020634306169743964
O,6.244690337076086e-05,0.020285321720197643
REG,0.0002452272466850758,0.023576186797597702
REGN,0.001116222586548199,0.01910634492246192
RF,0.0005303192401251433,0.027135362769270997
RSG,0.0007271613956123524,0.014011077415500442
RMD,0.0004774157216238528,0.022920051104645626
RVTY,0.00031980323194757965,0.020722179559884552
ROK,0.0005144139295676364,0.022206795639856766
ROL,0.0007083054279763967,0.01781157395237214
ROP,0.00035029483149950913,0.01628945056902584
ROST,0.0003235759413890982,0.023895861755107793
RCL,0.0003921948486151905,0.042160947907236596
SPGI,0.0005666449471581902,0.01860269802069178
CRM,0.00039918169457009434,0.024837266301513793
SBAC,-7.476410264395383e-05,0.019893269746932337
SLB,0.00034686158902141884,0.0313877045412266
STX,0.0006918808716898095,0.024102548000856136
SRE,0.00024224537639416788,0.01759248956619866
NOW,0.0009194527154672283,0.02696824811138383
SHW,0.0006081291749491236,0.018923709396531412
SPG,0.0003029697531513609,0.030541306509063733
SWKS,0.00036414111992333353,0.02611432080418876
SJM,0.0001859765106795308,0.015207706473781838
SW,0.0007298759062857041,0.024502443262857734
SNA,0.0006118216705068846,0.019240345553045605
SOLV,-0.0008918940220912219,0.023061867866532648
SO,0.0004675993072393858,0.016599506393756413
LUV,-0.0004396876821113338,0.026127223871743894
SWK,-0.00011178561786584496,0.026014335228241144
SBUX,6.990585963495555e-05,0.021133009858005983
STT,0.0005397218835514472,0.024552014676074912
STLD,0.00126724874486972,0.027676677274907385
STE,0.00037949230668465894,0.018329030450195384
SYK,0.00042890877827361784,0.019461151963062848
SMCI,0.002523034310506267,0.04246103931673219
SYF,0.0004573743433213817,0.029097391797752344
SNPS,0.0010296414753561134,0.022387068391945826
SYY,0.00013804772990932968,0.023604197370987443
TMUS,0.0007588515618894842,0.017022545295070544
TROW,0.000108104983353563,0.021899193953662167
TTWO,0.000155715630209885,0.021876962550609884
TPR,0.0006456469320126335,0.03203775883184104
TRGP,0.001225000696602585,0.040663954047099424
TGT,0.00037744011272944356,0.022137797287012376
TEL,0.0004727245225901733,0.019714794685860935
TDY,0.0002576757459618051,0.020217888465303743
TFX,-0.0003001647278916275,0.020994240547867842
TER,0.0007559715145351031,0.028383916103619917
TSLA,0.002085287204038666,0.041309230008134586
TXN,0.0005364165532317777,0.01949771181907643
TXT,0.0005588725244645154,0.024697484750653097
TMO,0.000611465897953023,0.017712963267805453
TJX,0.0006564405348361557,0.01995691478372967
TSCO,0.0008478959539939268,0.01920151454744273
TT,0.0011211363182608292,0.019278010853989926
TDG,0.0008357136967314105,0.025298783650365336
TRV,0.0004344979723547304,0.01860017609515245
TRMB,0.0003236069055616575,0.02376341539027156
TFC,0.00011482709657806289,0.02628634714909589
TYL,0.0006595753201963372,0.019922237675687654
TSN,-0.0001847155578077464,0.01987442183877723
USB,6.707243258086137e-05,0.023644356756404833
UBER,0.0006339337625194119,0.033840451551486746
UDR,7.454717992261273e-05,0.019392300829344605
ULTA,0.00034676288287127655,0.026118553998069644
UNP,0.0004382205107549275,0.01743388386733933
UAL,-0.0005421820730993065,0.038504037850046975
UPS,0.00018774636758123187,0.018909573806497156
URI,0.0015039481768950314,0.028614982840047286
UNH,0.0007975515149702961,0.01854243163615095
UHS,0.0004074253979997611,0.024996384633095912
VLO,0.0006752409422905448,0.030160434975310367
VTR,2.4190385733202646e-05,0.028722941344330545
VLTO,0.0016121910306217124,0.01565376045520047
VRSN,-9.019304622870372e-05,0.01763190792790964
VRSK,0.0004392263684622755,0.01679273238339727
VZ,-5.796902961863193e-05,0.013130568128239298
VRTX,0.0008023510624663999,0.01974020440696644
VTRS,-0.0002785801187392689,0.023136430185765493
VICI,0.0005267835488742545,0.022489708242856194
V,0.0003595620012806222,0.01747710551208214
VST,0.0010814508195780004,0.026007596024515807
VMC,0.000461390441312437,0.020979054332265365
WRB,0.0005783611822010037,0.01873993246944052
GWW,0.001059100909786892,0.018300035516091398
WAB,0.0007299395026634237,0.021546799458011974
WBA,-0.0011603487193224682,0.023767708825846168
WMT,0.0006156430744728159,0.01403284369964326
DIS,-0.0003263989785459165,0.021353464818912666
WBD,-0.0010119831613522035,0.03386364934955635
WM,0.0005165994891360715,0.014158138722920226
WAT,0.0003872159112152662,0.019752314894664096
WEC,0.00010093087093387965,0.016649473878903986
WFC,0.0002745498584286743,0.02414258686486537
WELL,0.0003705523266852584,0.025431751022878844
WST,0.0006245135975295746,0.02165499263226097
WDC,9.992192178431836e-05,0.031137382302396672
WY,0.0002752216897716764,0.02451760991061505
WMB,0.0007670096016247907,0.022306258841863328
WTW,0.0003642634479299467,0.017272010436844586
WYNN,-0.0002739964621651936,0.03378797181398961
XEL,8.229795205250134e-05,0.01612191341764328
XYL,0.0005026990075140958,0.01967771867872101
YUM,0.00019043849188582485,0.0162325461103997
ZBRA,0.00040775499749412525,0.025611629583032102
ZBH,-0.00010055780245399326,0.019533113306168175
ZTS,0.0003227593315735522,0.018306439228200577
